Summary,Issue key,Issue id,Parent id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Attachment,Attachment,Custom field (Actual Result),Custom field (Actual Result),Custom field (Actual end),Custom field (Actual start),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Compass),Custom field (Development),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (Expected Result),Custom field (Impact),Custom field (Issue color),Custom field (Labels),Custom field (Locked forms),Custom field (Open forms),Custom field (Rank),Custom field (Request Type),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Test Level),Custom field (Test Steps),Custom field (Test Steps),Custom field (Testcase Result),Custom field (Testcase Result),Custom field (Text-level),Custom field (Time stamp),Custom field (Time stamp),Custom field (Total forms),Custom field ([CHART] Date of First Response),Parent,Parent summary,Status Category
DC47.1 - Verify Customer Id  - First character cannot have space,BAN-101,10174,,Bug,Open,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,dat lu,638758499e48f2b9a615065e,dat lu,638758499e48f2b9a615065e,10/Dec/22 3:22 PM,10/Dec/22 3:23 PM,03/Jan/23 5:04 PM,,,0,DeleteCustomer,,,dat lu,638758499e48f2b9a615065e,,,,,,,,,,,,,10/Dec/22 3:19 PM;ug:36b32b7e-eef2-4de1-a073-0277c10a8b2b;7.png;https://tranthaivinh.atlassian.net/secure/attachment/10047/7.png,,,,,,,,,,,,BAN-11,,,,"If the first character has a space, the system will display an error",,,,,,0|i000z0:i,,ROOM Sprint 1,,,,,,,,Unit,,"Step 1: access the link https://demo.guru99.com/V1/html/addcustomerpage.php

Step 2: Enter the character in the field to check

Step 3: wait for the system's response results",,Fail,,,,,,,,To Do
EC67-Verity City - First character can not have space,BAN-100,10173,,Story,Done,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,High,Done,,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,Nguyễn Minh Trường,62a15e664e1a640070c474b0,10/Dec/22 3:19 PM,17/Dec/22 11:15 AM,03/Jan/23 5:04 PM,17/Dec/22 11:15 AM,,0,EditCustomer,City - First character can not have space,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,,,,,,,,,,,,,10/Dec/22 3:19 PM;ug:0cf05f3f-8f4f-4773-b9bd-004d30cc7f07;image-20221210-081952.png;https://tranthaivinh.atlassian.net/secure/attachment/10046/image-20221210-081952.png,,,"Lỗi do hệ thống phát sinh ra: ""Numbers are not allowed"".
",,,,,,,,,BAN-7,,,,Nếu nhứ đúng thì hệ thống sẽ báo lỗi cảnh báo.,,,,,,0|i000z1:9,,ROOM Sprint 1,,,,,,,,Unit,,"Step 1: Truy cập vào đường link để test thử: “https://demo.guru99.com/V1/index.php“.

step 2: Nhập ký tự đầu tiên là khoản trắng vào trường City.

step 3: Sau đó chờ kết quả phản hồi từ hệ thống.",,Pass,,,,,,,,Done
DC47 - Verify Customer Id - Characters are not allowed,BAN-99,10172,,Story,Done,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,Done,,,dat lu,638758499e48f2b9a615065e,dat lu,638758499e48f2b9a615065e,10/Dec/22 3:17 PM,17/Dec/22 11:15 AM,03/Jan/23 5:04 PM,17/Dec/22 11:15 AM,,0,DeleteCustomer,,,dat lu,638758499e48f2b9a615065e,,,,,,,,,,,,,10/Dec/22 3:16 PM;ug:36b32b7e-eef2-4de1-a073-0277c10a8b2b;6.png;https://tranthaivinh.atlassian.net/secure/attachment/10045/6.png,,,"Special characters are not allowed
",,,,,,,,,BAN-11,,,,"If you enter a special character, an error will be displayed",,,,,,0|i000z0:,,ROOM Sprint 1,,,,,,,,Unit,,"Step 1: access the link https://demo.guru99.com/V1/html/addcustomerpage.php

Step 2: Enter the character in the field to check

Step 3: wait for the system's response results",,Pass,,,,,,,,Done
DC46 - Verify Customer Id  - Special character are not allowed,BAN-98,10171,,Story,Done,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,Done,,,dat lu,638758499e48f2b9a615065e,dat lu,638758499e48f2b9a615065e,10/Dec/22 3:15 PM,17/Dec/22 11:16 AM,03/Jan/23 5:04 PM,17/Dec/22 11:16 AM,,0,DeleteCustomer,,,dat lu,638758499e48f2b9a615065e,,,,,,,,,,,,,10/Dec/22 3:14 PM;ug:36b32b7e-eef2-4de1-a073-0277c10a8b2b;6.png;https://tranthaivinh.atlassian.net/secure/attachment/10044/6.png,,,Special character are not allowed,,,,,,,,,BAN-11,,,,"If you enter a special character, an error will be displayed",,,,,,0|i000z1:i,,ROOM Sprint 1,,,,,,,,Unit,,"Step 1: access the link https://demo.guru99.com/V1/html/addcustomerpage.php

Step 2: Enter the character in the field to check

Step 3: wait for the system's response results",,Pass,,,,,,,,Done
DC45 - Verify Customer Id  - Customer ID is required,BAN-97,10170,,Story,Done,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,Done,,,dat lu,638758499e48f2b9a615065e,dat lu,638758499e48f2b9a615065e,10/Dec/22 3:11 PM,17/Dec/22 11:16 AM,03/Jan/23 5:04 PM,17/Dec/22 11:16 AM,,0,DeleteCustomer,,,dat lu,638758499e48f2b9a615065e,,,,,,,,,,,,,10/Dec/22 3:11 PM;ug:36b32b7e-eef2-4de1-a073-0277c10a8b2b;5.png;https://tranthaivinh.atlassian.net/secure/attachment/10043/5.png,,,"Customer ID is required
	 
",,,,,,,,,BAN-11,,,,"If you leave the space blank, the system will display an error",,,,,,0|i000z2:,,ROOM Sprint 1,,,,,,,,Unit,,"Step 1: access the link https://demo.guru99.com/V1/html/addcustomerpage.php

Step 2: Enter the character in the field to check

Step 3: wait for the system's response results",,Pass,,,,,,,,Done
EC66-Verity City – Numbers are not allowed,BAN-96,10169,,Story,Done,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,High,Done,,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,Nguyễn Minh Trường,62a15e664e1a640070c474b0,10/Dec/22 3:08 PM,17/Dec/22 11:15 AM,03/Jan/23 5:04 PM,17/Dec/22 11:15 AM,,0,EditCustomer,City – Numbers are not allowed,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,,,,,,,,,,,,,10/Dec/22 3:07 PM;ug:0cf05f3f-8f4f-4773-b9bd-004d30cc7f07;image-20221210-080746.png;https://tranthaivinh.atlassian.net/secure/attachment/10042/image-20221210-080746.png,,,"Lỗi do hệ thống phát sinh ra: ""Numbers are not allowed"".
",,,,,,,,,BAN-7,,,,Nếu nhứ đúng thì hệ thống sẽ báo lỗi cảnh báo.,,,,,,0|i000z1:,,ROOM Sprint 1,,,,,,,,Unit,,"Step 1: Truy cập vào đường link để test thử: “https://demo.guru99.com/V1/index.php“.

step 2: Nhập ký tự số vào trường City.

step 3: Sau đó chờ kết quả phản hồi từ hệ thống.",,Pass,,,,,,,,Done
DAF44 - Verify -Characters are not allowed,BAN-95,10168,,Story,Done,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,Done,,,dat lu,638758499e48f2b9a615065e,dat lu,638758499e48f2b9a615065e,10/Dec/22 3:06 PM,17/Dec/22 11:15 AM,03/Jan/23 5:04 PM,17/Dec/22 11:15 AM,,0,DeleteAccountForm,,,dat lu,638758499e48f2b9a615065e,,,,,,,,,,,,,10/Dec/22 3:05 PM;ug:36b32b7e-eef2-4de1-a073-0277c10a8b2b;4.png;https://tranthaivinh.atlassian.net/secure/attachment/10041/4.png,,,"Special characters are not allowed
 
",,,,,,,,,BAN-10,,,,"If you enter a special character, an error will be displayed",,,,,,0|i000yz:,,ROOM Sprint 1,,,,,,,,,,"Step 1: access the link https://demo.guru99.com/V1/html/addcustomerpage.php

Step 2: Enter the character in the field to check

Step 3: wait for the system's response results",,Pass,,,,,,,,Done
EC65-Verity City - City Field must not be blank,BAN-94,10167,,Story,Done,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Low,Done,,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,Nguyễn Minh Trường,62a15e664e1a640070c474b0,10/Dec/22 3:04 PM,17/Dec/22 11:16 AM,03/Jan/23 5:04 PM,17/Dec/22 11:16 AM,,0,EditCustomer,City - City Field must not be blank,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,,,,,,,,,,,,,10/Dec/22 3:04 PM;ug:0cf05f3f-8f4f-4773-b9bd-004d30cc7f07;image-20221210-080437.png;https://tranthaivinh.atlassian.net/secure/attachment/10040/image-20221210-080437.png,,,"Lỗi do hệ thống phát sinh ra: ""City Field must be not blank"".
",,,,,,,,,BAN-7,,,,Nếu nhứ đúng thì hệ thống sẽ báo lỗi cảnh báo.,,,,,,0|i000z7:,,ROOM Sprint 1,,,,,,,,Unit,,"Step 1: Truy cập vào đường link để test thử: “https://demo.guru99.com/V1/index.php“.

step 2: Bỏ trống trường City.

step 3: Sau đó chờ kết quả phản hồi từ hệ thống.",,Pass,,,,,,,,Done
DAF43 - Verify - Special character are not allowed,BAN-93,10166,,Story,Done,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,Done,,,dat lu,638758499e48f2b9a615065e,dat lu,638758499e48f2b9a615065e,10/Dec/22 3:03 PM,17/Dec/22 11:16 AM,03/Jan/23 5:04 PM,17/Dec/22 11:16 AM,,0,DeleteAccountForm,,,dat lu,638758499e48f2b9a615065e,,,,,,,,,,,,,10/Dec/22 3:02 PM;ug:36b32b7e-eef2-4de1-a073-0277c10a8b2b;2.png;https://tranthaivinh.atlassian.net/secure/attachment/10039/2.png,,,Special characters are not allowed,,,,,,,,,BAN-10,,,,"If you enter a special character, an error will be displayed",,,,,,0|i000zb:,,ROOM Sprint 1,,,,,,,,Unit,,"Step 1: access the link https://demo.guru99.com/V1/html/addcustomerpage.php

Step 2: Enter the character in the field to check

Step 3: wait for the system's response results",,Pass,,,,,,,,Done
EC64-Verity City - Special character are not allowed,BAN-92,10165,,Story,Done,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Low,Done,,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,Nguyễn Minh Trường,62a15e664e1a640070c474b0,10/Dec/22 3:01 PM,17/Dec/22 11:16 AM,03/Jan/23 5:04 PM,17/Dec/22 11:16 AM,,0,EditCustomer,City - Special character are not allowed,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,,,,,,,,,,,,,10/Dec/22 3:01 PM;ug:0cf05f3f-8f4f-4773-b9bd-004d30cc7f07;image-20221210-080111.png;https://tranthaivinh.atlassian.net/secure/attachment/10038/image-20221210-080111.png,,,"Lỗi do hệ thống phát sinh ra: ""Special characters are not allowed"".
",,,,,,,,,BAN-7,,,,Nếu nhứ đúng thì hệ thống sẽ báo lỗi cảnh báo.,,,,,,0|i000z3:,,ROOM Sprint 1,,,,,,,,Unit,,"Step 1: Truy cập vào đường link để test thử: “https://demo.guru99.com/V1/index.php“.

step 2: Nhập ký tự đặc biệt vào trường Account No*.

step 3: Sau đó chờ kết quả phản hồi từ hệ thống.",,Pass,,,,,,,,Done
EC63-Verity Address - Special characters are not allowed,BAN-91,10164,,Story,Done,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,High,Done,,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,Nguyễn Minh Trường,62a15e664e1a640070c474b0,10/Dec/22 2:55 PM,17/Dec/22 11:15 AM,03/Jan/23 5:04 PM,17/Dec/22 11:15 AM,,0,EditCustomer,Address - Special characters are not allowed,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,,,,,,,,,,,,,10/Dec/22 2:55 PM;ug:0cf05f3f-8f4f-4773-b9bd-004d30cc7f07;image-20221210-075541.png;https://tranthaivinh.atlassian.net/secure/attachment/10037/image-20221210-075541.png,,,"Hệ thống không phát sinh ra lỗi.
",,,,,,,,,BAN-7,,,,Nếu nhứ đúng thì hệ thống sẽ không báo lỗi cảnh báo.,,,,,,0|i000yv:,,ROOM Sprint 1,,,,,,,,Unit,,"Step 1: Truy cập vào đường link để test thử: “https://demo.guru99.com/V1/index.php“.

step 2: Nhập ký tự đặc biệt vào trường Account No*.

step 3: Sau đó chờ kết quả phản hồi từ hệ thống.",,Pass,,,,,,,,Done
DAF42 - Verify - Account No must not be blank,BAN-90,10163,,Story,Done,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,Done,,,dat lu,638758499e48f2b9a615065e,dat lu,638758499e48f2b9a615065e,10/Dec/22 2:55 PM,17/Dec/22 11:15 AM,03/Jan/23 5:04 PM,17/Dec/22 11:15 AM,,0,DeleteAccountForm,,,dat lu,638758499e48f2b9a615065e,,,,,,,,,,,,,10/Dec/22 2:53 PM;ug:36b32b7e-eef2-4de1-a073-0277c10a8b2b;3.png;https://tranthaivinh.atlassian.net/secure/attachment/10036/3.png,,,"Account Number must not be blank

",,,,,,,,,BAN-10,,,,"If you leave the space blank, the system will display an error",,,,,,0|i000yn:,,ROOM Sprint 1,,,,,,,,Unit,,"Step 1: access the link https://demo.guru99.com/V1/html/addcustomerpage.php

Step 2: Enter the character in the field to check

Step 3: wait for the system's response results",,Pass,,,,,,,,Done
EC62-Verity Address - First character can not have space,BAN-89,10162,,Bug,Open,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Low,,,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,Nguyễn Minh Trường,62a15e664e1a640070c474b0,10/Dec/22 2:53 PM,11/Dec/22 2:41 PM,03/Jan/23 5:04 PM,,,0,EditCustomer,Address - First character can not have space,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,,,,,,,,,,,,,10/Dec/22 2:53 PM;ug:0cf05f3f-8f4f-4773-b9bd-004d30cc7f07;image-20221210-075300.png;https://tranthaivinh.atlassian.net/secure/attachment/10035/image-20221210-075300.png,,,"Hệ thống không phát sinh ra lỗi.
",,,,,,,,,BAN-7,,,,Nếu nhứ đúng thì hệ thống sẽ báo lỗi cảnh báo.,,,,,,0|i000yf:,,ROOM Sprint 1,,,,,,,,Unit,,"Step 1: Truy cập vào đường link để test thử: “https://demo.guru99.com/V1/index.php“.

step 2: Nhập ký tự đầu tiên là khoảng trắng vào trường Account No*.

step 3: Sau đó chờ kết quả phản hồi từ hệ thống.",,Fail,,,,,,,,To Do
CSF41 - Verify Number of Transaction  -Character are not allowed,BAN-88,10161,,Story,Done,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,Done,,,dat lu,638758499e48f2b9a615065e,dat lu,638758499e48f2b9a615065e,10/Dec/22 2:51 PM,17/Dec/22 11:15 AM,03/Jan/23 5:04 PM,17/Dec/22 11:15 AM,,0,CustomizedStatementForm,,,dat lu,638758499e48f2b9a615065e,,,,,,,,,,,,,10/Dec/22 2:50 PM;ug:36b32b7e-eef2-4de1-a073-0277c10a8b2b;3.png;https://tranthaivinh.atlassian.net/secure/attachment/10034/3.png,,,Special characters are not allowed,,,,,,,,,BAN-4,,,,"If you enter a special character, an error will be displayed",,,,,,0|i000y7:,,ROOM Sprint 1,,,,,,,,Unit,,"Step 1: access the link https://demo.guru99.com/V1/html/addcustomerpage.php

Step 2: Enter the character in the field to check

Step 3: wait for the system's response results",,Pass,,,,,,,,Done
EC61-Verity Address - Address Field must not be blank,BAN-87,10160,,Bug,Open,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,Nguyễn Minh Trường,62a15e664e1a640070c474b0,10/Dec/22 2:49 PM,11/Dec/22 2:39 PM,03/Jan/23 5:04 PM,,,0,EditCustomer,Address - Address Field must not be blank,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,,,,,,,,,,,,,10/Dec/22 2:49 PM;ug:0cf05f3f-8f4f-4773-b9bd-004d30cc7f07;image-20221210-074943.png;https://tranthaivinh.atlassian.net/secure/attachment/10033/image-20221210-074943.png,,,"Hệ thống không phát sinh ra lỗi.
",,,,,,,,,BAN-7,,,,Nếu nhứ đúng thì hệ thống sẽ báo lỗi cảnh báo.,,,,,,0|i000xz:,,ROOM Sprint 1,,,,,,,,Unit,,"Step 1: Truy cập vào đường link để test thử: “https://demo.guru99.com/V1/index.php“.

step 2: Bỏ trống trường Address.

step 3: Sau đó chờ kết quả phản hồi từ hệ thống.",,Fail,,,,,,,,To Do
CSF40 - Verify Number of Transaction   - Number of Transaction must not be blank,BAN-86,10159,,Story,Done,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,Done,,,dat lu,638758499e48f2b9a615065e,dat lu,638758499e48f2b9a615065e,10/Dec/22 2:47 PM,17/Dec/22 11:15 AM,03/Jan/23 5:04 PM,17/Dec/22 11:15 AM,,0,CustomizedStatementForm,,,dat lu,638758499e48f2b9a615065e,,,,,,,,,,,,,10/Dec/22 2:45 PM;ug:36b32b7e-eef2-4de1-a073-0277c10a8b2b;3.png;https://tranthaivinh.atlassian.net/secure/attachment/10032/3.png,,,"Account Number must not be blank
 
",,,,,,,,,BAN-4,,,,"If you leave the space blank, the system will display an error",,,,,,0|i000xr:,,ROOM Sprint 1,,,,,,,,Unit,,"Step 1: access the link https://demo.guru99.com/V1/html/addcustomerpage.php

Step 2: Enter the character in the field to check

Step 3: wait for the system's response results",,Pass,,,,,,,,Done
WD110-Description cannot be blank,BAN-85,10158,,Story,Done,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,Done,,,Triều Đỗ,62a15c77c97b1b00687c47aa,Triều Đỗ,62a15c77c97b1b00687c47aa,10/Dec/22 2:46 PM,17/Dec/22 11:15 AM,03/Jan/23 5:04 PM,17/Dec/22 11:15 AM,,0,WithDrawal,,,Triều Đỗ,62a15c77c97b1b00687c47aa,,,,,,,,,,,,,,,,,,,,,,,,,BAN-13,,,,"it will expose ""Description cannot be blank""",,,,,,0|i000xj:,,ROOM Sprint 1,,,,,,,,Unit,,,,,,,,,,,,Done
WD109-Special characters are not allowed,BAN-84,10157,,Story,Done,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,High,Done,,,Triều Đỗ,62a15c77c97b1b00687c47aa,Triều Đỗ,62a15c77c97b1b00687c47aa,10/Dec/22 2:44 PM,17/Dec/22 11:15 AM,03/Jan/23 5:04 PM,17/Dec/22 11:15 AM,,0,WithDrawal,,,Triều Đỗ,62a15c77c97b1b00687c47aa,,,,,,,,,,,,,,,,,,,,,,,,,BAN-13,,,,"it will expose ""Special characters are not allowed""",,,,,,0|i000xb:,,ROOM Sprint 1,,,,,,,,Unit,,,,,,,,,,,,Done
CSF39- Verify Number of Transaction - Special character are not allowed,BAN-83,10156,,Story,Done,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,Done,,,dat lu,638758499e48f2b9a615065e,dat lu,638758499e48f2b9a615065e,10/Dec/22 2:44 PM,17/Dec/22 11:15 AM,03/Jan/23 5:04 PM,17/Dec/22 11:15 AM,,0,CustomizedStatementForm,,,dat lu,638758499e48f2b9a615065e,,,,,,,,,,,,,10/Dec/22 2:42 PM;ug:36b32b7e-eef2-4de1-a073-0277c10a8b2b;2.png;https://tranthaivinh.atlassian.net/secure/attachment/10031/2.png,,,"Special characters are not allowed
	 
",,,,,,,,,BAN-4,,,,"If you enter a special character, an error will be displayed",,,,,,0|i000x3:,,ROOM Sprint 1,,,,,,,,Unit,,"Step 1: access the link https://demo.guru99.com/V1/html/addcustomerpage.php

Step 2: Enter the character in the field to check

Step 3: wait for the system's response results",,Pass,,,,,,,,Done
NC27 - Verify Email : Email ID must not be blank,BAN-82,10155,,Story,Done,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,Done,,,Vinh Tran,62a1485c9f5d480069ca30e8,Vinh Tran,62a1485c9f5d480069ca30e8,10/Dec/22 2:44 PM,17/Dec/22 11:15 AM,03/Jan/23 5:04 PM,17/Dec/22 11:15 AM,,0,NewCustomer,Email ID must not be blank,,Vinh Tran,62a1485c9f5d480069ca30e8,,,,,,,,,,,,,,,,"after test case, it will expose statement: “Email-ID must not be blank""",,,,,,,,,BAN-6,,,,"If Customer E-mail not exist in system, System displays an error.",,,,,,0|i000wv:,,ROOM Sprint 1,,,,,,,,Unit,,"Step 01: Enter web “GTPL Bank Manager HomePage (guru99.com)”

Step 02: Enter the “New Customer”

Step 03: Not Type in Customer E-mail

step 04: Wait for result",,Pass,,,,,,,,Done
WD108-Characters are not allowed,BAN-81,10154,,Story,Done,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,Done,,,Triều Đỗ,62a15c77c97b1b00687c47aa,Triều Đỗ,62a15c77c97b1b00687c47aa,10/Dec/22 2:43 PM,17/Dec/22 11:15 AM,03/Jan/23 5:04 PM,17/Dec/22 11:15 AM,,0,WithDrawal,,,Triều Đỗ,62a15c77c97b1b00687c47aa,,,,,,,,,,,,,,,,,,,,,,,,,BAN-13,,,,"it expose ""Characters are not allowed""",,,,,,0|i000wn:,,ROOM Sprint 1,,,,,,,,Unit,,,,,,,,,,,,Done
ECF60.1-Verity Customer Id - First character can not have space,BAN-80,10153,,Bug,Open,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,High,,,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,Nguyễn Minh Trường,62a15e664e1a640070c474b0,10/Dec/22 2:43 PM,11/Dec/22 2:36 PM,03/Jan/23 5:04 PM,,,0,EditCustomerform,Customer Id - First character can not have space,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,,,,,,,,,,,,,10/Dec/22 2:43 PM;ug:0cf05f3f-8f4f-4773-b9bd-004d30cc7f07;image-20221210-074342.png;https://tranthaivinh.atlassian.net/secure/attachment/10030/image-20221210-074342.png,,,"Hệ thống không phát sinh ra lỗi.
",,,,,,,,,BAN-7,,,,Nếu nhứ đúng thì hệ thống sẽ báo lỗi cảnh báo.,,,,,,0|i000wf:,,ROOM Sprint 1,,,,,,,,Unit,,"Step 1: Truy cập vào đường link để test thử: “https://demo.guru99.com/V1/index.php“.

step 2: Nhập ký tự đầu tiên là khoảng trắng vào trường Customer ID*.

step 3: Sau đó chờ kết quả phản hồi từ hệ thống.",,Fail,,,,,,,,To Do
WD107-Amount Field must not be blank,BAN-79,10152,,Story,Done,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,High,Done,,,Triều Đỗ,62a15c77c97b1b00687c47aa,Triều Đỗ,62a15c77c97b1b00687c47aa,10/Dec/22 2:43 PM,17/Dec/22 11:14 AM,03/Jan/23 5:04 PM,17/Dec/22 11:14 AM,,0,WithDrawal,,,Triều Đỗ,62a15c77c97b1b00687c47aa,,,,,,,,,,,,,,,,,,,,,,,,,BAN-13,,,,"it will expose ""Amount Field must not be blank""",,,,,,0|i000w7:,,ROOM Sprint 1,,,,,,,,Unit,,,,,,,,,,,,Done
WD106-Characters are not allowed,BAN-78,10151,,Story,Done,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,High,Done,,,Triều Đỗ,62a15c77c97b1b00687c47aa,Triều Đỗ,62a15c77c97b1b00687c47aa,10/Dec/22 2:41 PM,17/Dec/22 11:14 AM,03/Jan/23 5:04 PM,17/Dec/22 11:14 AM,,0,WithDrawal,,,Triều Đỗ,62a15c77c97b1b00687c47aa,,,,,,,,,,,,,,,,,,,,,,,,,BAN-13,,,,"it will expose ""Characters are not allowed""",,,,,,0|i000vz:,,ROOM Sprint 1,,,,,,,,Unit,,,,,,,,,,,,Done
CSF38 - Verify Amount Lower Limit  -Characters are not allowed,BAN-77,10150,,Story,Done,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,Done,,,dat lu,638758499e48f2b9a615065e,dat lu,638758499e48f2b9a615065e,10/Dec/22 2:41 PM,17/Dec/22 11:14 AM,03/Jan/23 5:04 PM,17/Dec/22 11:14 AM,,0,CustomizedStatementForm,,,dat lu,638758499e48f2b9a615065e,,,,,,,,,,,,,10/Dec/22 2:39 PM;ug:36b32b7e-eef2-4de1-a073-0277c10a8b2b;2.png;https://tranthaivinh.atlassian.net/secure/attachment/10029/2.png,,,"Special characters are not allowed
	 
",,,,,,,,,BAN-4,,,,"If you enter a special character, an error will be displayed",,,,,,0|i000vr:,,ROOM Sprint 1,,,,,,,,Unit,,"Step 1: access the link https://demo.guru99.com/V1/html/addcustomerpage.php

Step 2: Enter the character in the field to check

Step 3: wait for the system's response results",,Pass,,,,,,,,Done
NC26- Verify Telephone Number - First character can not have space,BAN-76,10149,,Story,Done,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,Done,,,Vinh Tran,62a1485c9f5d480069ca30e8,Vinh Tran,62a1485c9f5d480069ca30e8,10/Dec/22 2:40 PM,17/Dec/22 11:14 AM,03/Jan/23 5:04 PM,17/Dec/22 11:14 AM,,0,NewCustomer,First character can not have space,,Vinh Tran,62a1485c9f5d480069ca30e8,,,,,,,,,,,,,,,,"after test case, it will expose statement: “First character cannot have space”",,,,,,,,,BAN-6,,,,"If Customer Telephone Number first chacrater have space, System displays an error.",,,,,,0|i000vj:,,ROOM Sprint 1,,,,,,,,Unit,,"Step 01: Enter web “GTPL Bank Manager HomePage (guru99.com)”

Step 02: Enter the “New Account”

Step 03: Space the first characters to Telephone Number

step 04: Wait for result",,Pass,,,,,,,,Done
ECF60-Verity Customer Id - Characters are not allowed,BAN-75,10148,,Story,Done,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,High,Done,,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,Nguyễn Minh Trường,62a15e664e1a640070c474b0,10/Dec/22 2:39 PM,17/Dec/22 11:14 AM,03/Jan/23 5:04 PM,17/Dec/22 11:14 AM,,0,EditCustomerform,Customer Id - Characters are not allowed,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,,,,,,,,,,,,,10/Dec/22 2:39 PM;ug:0cf05f3f-8f4f-4773-b9bd-004d30cc7f07;image-20221210-073921.png;https://tranthaivinh.atlassian.net/secure/attachment/10028/image-20221210-073921.png,,,"Lỗi do hệ thống phát sinh ra: ""Characters are not allowed""
",,,,,,,,,BAN-7,,,,Nếu nhứ đúng thì hệ thống sẽ báo lỗi cảnh báo.,,,,,,0|i000vb:,,ROOM Sprint 1,,,,,,,,Unit,,"Step 1: Truy cập vào đường link để test thử: “https://demo.guru99.com/V1/index.php“.

step 2: Nhập ký tự vào trường Customer ID*.

step 3: Sau đó chờ kết quả phản hồi từ hệ thống.",,Pass,,,,,,,,Done
